,ID,review,polarity,division,translated_review
3260,1065,receive product break pack seal product also not work disappoint,-0.575,negative,terima produk break pack seal produk juga tidak berfungsi mengecewakan
3261,1494,receive product happy but use sound feature r third class worst product every see life,0.1,positive,terima produk dengan senang hati tetapi gunakan fitur suara r produk terburuk kelas tiga setiap melihat kehidupan
3262,2693,receive tape boxwant return,0.0,neutral,menerima kotak kaset ingin kembali
3263,3002,receive tax invoice half tear second time happen request complete new tax invoice,0.0174,positive,terima faktur pajak setengah sobek kedua kalinya terjadi permintaan lengkapi faktur pajak baru
3264,95,recieved product less hours amazon price rs say better gen setup device hall sound produce immersive alexa integration superb well voice recognition setup process simple also get amazon power plug havels wifi bulb pair three device minutes ready go say one give try experience technology completely satisfy,0.3476,positive,"produk yang diterima lebih sedikit jam harga amazon rs katakan perangkat penyiapan gen yang lebih baik, suara hall menghasilkan integrasi alexa yang mendalam, proses penyiapan pengenalan suara yang luar biasa baik, sederhana, juga dapatkan steker listrik amazon, havels, pasang bohlam wifi, tiga perangkat, menit, siap, katakan, coba, pengalaman, teknologi, benar-benar memuaskan"
3265,1401,recognise voice perfectly work like charm get if free oneplus tv,0.7,positive,mengenali suara dengan sempurna bekerja seperti pesona dapatkan jika tv oneplus gratis
3266,677,recognition isnt upto mark sound quality not really good well get stick give command sometimes need restart,0.025,positive,pengenalan tidak sesuai standar kualitas suara tidak terlalu bagus dapatkan tongkat beri perintah terkadang perlu dimulai ulang
3267,1899,recognition request hard ask something play play totally different items,-0.1458,negative,permintaan pengakuan sulit meminta sesuatu bermain memainkan item yang sama sekali berbeda
3268,999,recommend,0.0,neutral,menyarankan
3269,1696,recommend,0.0,neutral,menyarankan
3270,3489,recommend alexa friends relatives,0.0,neutral,merekomendasikan kerabat teman alexa
3271,661,recommend go powerful smart ai without hesitant,0.2571,positive,merekomendasikan pergi ai pintar yang kuat tanpa ragu-ragu
3272,3758,reduce one star spotify still miss,-0.2,negative,kurangi satu bintang spotify masih kangen
3273,1296,remove zomatoswiggy food partner skills,-0.125,negative,hapus keterampilan mitra makanan zomatoswiggy
3274,429,replace alexa problem raise but another onethe light not blink play purchase alexa feature but iam not satisfy,-0.0833,negative,ganti masalah alexa naik tapi yang lain lampu tidak berkedip mainkan beli fitur alexa tapi saya tidak memuaskan
3275,1807,reply instantly build quality good everything good,0.4667,positive,balas langsung build quality bagus semuanya bagus
3276,585,require connect wi fi disconnect im use mobile wifi difficult connect echo dot think need wifi available time not disconnectedit not user friendlyi want refund kindly advice,0.1167,positive,memerlukan koneksi wi fi putuskan saya menggunakan wifi seluler sulit terhubung echo dot pikir perlu wifi waktu yang tersedia tidak terputus edit tidak ramah pengguna saya ingin pengembalian dana mohon saran
3277,3893,require home,0.0,neutral,membutuhkan rumah
3278,1850,require improvement voice integration,0.0,neutral,memerlukan peningkatan integrasi suara
3279,1012,requirement use amazon echo dot additional speaker tv connect fire tv stick but couldnt not generation understand requirement didnt meet,0.0,neutral,persyaratan menggunakan amazon echo dot speaker tambahan tv connect fire tv stick tapi tidak bisa generasi mengerti persyaratan tidak memenuhi
3280,3209,respond really well nice sound quality better connectivity,0.425,positive,merespon dengan sangat baik kualitas suara yang bagus konektivitas yang lebih baik
3281,2505,return goodits not comfortable,-0.2,negative,mengembalikan barang itu tidak nyaman
3282,2422,return waste money buy,-0.2,negative,kembalikan uang buang beli
3283,580,return worst product ever see no sound doesnt understand songs useless plss dont ever buy dont get greed grapping maha sale discount,-0.3,negative,"kembalikan produk terburuk yang pernah ada, tidak ada suara, tidak mengerti lagu, tidak berguna, tolong, jangan pernah membeli, jangan pernah mendapatkan diskon penjualan maha rakus"
3284,25,review especially sit fence ive use google nest minis want shift echo drop feature basically full intercom work fine but overall alexa disappoint even mics voice recognition tad better google sound natural but artificially natural little muffle wellthe app poor take less minute setup google home take minutes alexa app smart devices home time need merely set devices bummer echo alexa popular amazon sell google devices not market much,0.0604,positive,ulasan terutama duduk pagar saya menggunakan google nest minis ingin shift echo drop fitur pada dasarnya interkom penuh berfungsi dengan baik tetapi secara keseluruhan alexa mengecewakan bahkan mic pengenalan suara sedikit lebih baik google terdengar alami tetapi buatan alami sedikit meredam dengan baik aplikasi yang buruk membutuhkan waktu lebih sedikit pengaturan google home membutuhkan waktu beberapa menit aplikasi alexa perangkat pintar waktu rumah hanya perlu mengatur perangkat gelandangan echo alexa amazon populer menjual perangkat google tidak banyak memasarkan
3285,1323,review monthsthis product work well months show defect mic receive voice,0.2,positive,ulasan bulan produk ini berfungsi dengan baik bulan menunjukkan mikrofon cacat menerima suara
3286,278,review onths usemust device homea nice personal assistant tell entertain automation nice if want develop habit remind follow schedule morning om chant prayers daytime songs etc much inbuilt,0.35,positive,review penggunaan perangkat harus homea asisten pribadi yang baik memberitahu menghibur otomatisasi bagus jika ingin mengembangkan kebiasaan mengingatkan ikuti jadwal pagi om nyanyian doa siang hari lagu dll banyak bawaan
3287,395,review weeks best sound quality ever hear speaker nice build lot skills available alexa sometimes will not listen voice not work without not storageso turn wifi always if want use deviceoverall satisfy technology,0.58,positive,review minggu kualitas suara terbaik pernah mendengar speaker bagus membangun banyak keterampilan tersedia alexa kadang-kadang tidak akan mendengarkan suara tidak bekerja tanpa penyimpanan jadi nyalakan wifi selalu jika ingin menggunakan perangkat secara keseluruhan memuaskan teknologi
3288,72,room convert smart home but costly affair first need wifi connection need smart acessories appliances pair alexa smart plug smart bulb ir blasterrequire case nonsmart appliance like ac overall give esteem feel echo dot good but expect beter sound device,0.2107,positive,kamar mengkonversi rumah pintar tapi urusan mahal pertama perlu koneksi wifi perlu peralatan aksesoris pintar pasangkan alexa smart plug smart bulb ir blastermemerlukan case alat nonsmart seperti ac secara keseluruhan memberi harga merasa gema dot bagus tapi mengharapkan perangkat suara yang lebih baik
3289,3881,rs costly,0.0,neutral,rs mahal
3290,3046,rs waste,-0.2,negative,limbah rs
3291,1854,rubbish highly disappoint,-0.75,negative,sampah sangat mengecewakan
3292,3526,sandaar jabbarjastvoice detection quality good compare google home,0.7,positive,sandaar jabbarjast kualitas deteksi suara bagus bandingkan google home
3293,2273,satisfactory,0.0,neutral,memuaskan
3294,1176,satisfactory product amazonit wont support youtube music need update alexa,0.0,neutral,produk yang memuaskan amazonit tidak akan mendukung musik youtube perlu memperbarui alexa
3295,3095,satisfy,0.5,positive,memuaskan
3296,3765,satisfy,0.5,positive,memuaskan
3297,1557,satisfy device great smart speaker,0.5048,positive,memuaskan perangkat speaker pintar yang hebat
3298,347,satisfy pack good product also reach one piece think word not explain quality product but star rat,0.6,positive,memuaskan pak produk bagus juga mencapai one piece pikir kata tidak menjelaskan kualitas produk tapi bintang tikus
3299,912,satisfye,0.0,neutral,memuaskan
3300,965,say alexa pani pilade say khud uthke lwle slap alexa batameezi break down cant even hit kid days,-0.1556,negative,say alexa pani pilade say khud uthke lwle slap alexa batameezi break down cant even hit kid days
3301,2539,sayalexaplay english love songsits play love poems,0.3333,positive,sayalexaplay lagu cinta bahasa inggrisnya mainkan puisi cinta
3302,439,scream stand close hear command play songs sound quality poor,0.016,positive,teriakan berdiri dekat dengar perintah putar lagu kualitas suara buruk
3303,1389,seal already open dissapointed worst case,-0.4,negative,segel sudah terbuka kecewa kasus terburuk
3304,1381,second alexa best thing entertainment sound quality awesome,0.6667,positive,kualitas suara hiburan alexa terbaik kedua luar biasa
3305,296,second alexa device one best device smart home affordable price rs along wipro smart light must buy no con except advancements software address future,0.2365,positive,perangkat alexa kedua satu perangkat terbaik rumah pintar harga terjangkau rs bersama wipro smart light harus membeli tanpa penipu kecuali kemajuan alamat perangkat lunak di masa depan
3306,2209,second echo device much better earlier generationsamazing,0.1667,positive,perangkat gema kedua jauh lebih baik generasi sebelumnyasamazing
3307,479,second onethe earlier one louder soundthis one take instruction repeat againthis seem refurbish,0.0,neutral,yang kedua yang sebelumnya satu suara yang lebih keras yang ini mengambil instruksi ulangi lagi ini sepertinya diperbaharui
3308,58,second time purchase product first echo dot device stop work since not warranty advise amazon send ctdi team handle warranty devices experience ctdi nothing short nightmare ctdi team impossible contact not respond email phone service not work device nearly months send redicolous high estimate repair cost much new device not email coatation fire stick send echo dot device no clarification receive till date even though send second remindermy reason go detail one never waste ones time ctdi even shock amazons attitude device warrantyamazon arrogantly wash hand problem,-0.0323,negative,kedua kalinya pembelian produk pertama echo dot perangkat berhenti bekerja karena tidak garansi menyarankan amazon kirim tim ctdi menangani perangkat garansi pengalaman ctdi tidak ada mimpi buruk yang singkat tim ctdi tidak mungkin menghubungi tidak menanggapi email layanan telepon tidak berfungsi perangkat hampir berbulan-bulan mengirim perkiraan tinggi yang konyol biaya perbaikan banyak perangkat baru tidak lapisan email tongkat api kirim perangkat echo dot tidak ada klarifikasi terima sampai tanggal meskipun kirim pengingat kedua alasan saya pergi detail satu tidak pernah membuang waktu ctdi bahkan shock amazons sikap perangkat garansiamazon arogan mencuci tangan masalah
3309,3867,see dont listen voice recognition,0.0,neutral,lihat jangan dengarkan pengenalan suara
3310,1994,seem best ever gift year old nephew alexa become best friend dropin device talk anytime love,0.675,positive,"tampaknya hadiah terbaik yang pernah ada, keponakan, alexa, menjadi teman terbaik, perangkat dropin, bicara kapan saja, cinta"
3311,808,seem new member add family keep kid busy however hang time fail resolve request guess need fine tune,0.2177,positive,sepertinya anggota baru menambah keluarga membuat anak sibuk namun waktu tunggu gagal menyelesaikan permintaan tebakan perlu disesuaikan
3312,1599,seem refurbish renew product,0.0,neutral,tampaknya membarui memperbaharui produk
3313,631,sell product defect less money please buy good seller buy seller aux port not work please dont get cheat,0.2667,positive,jual produk cacat lebih sedikit uang tolong beli penjual yang baik beli penjual aux port tidak berfungsi tolong jangan curang
3314,3570,send along barley flour get leak echo dot,0.0,neutral,kirim bersama tepung jelai mendapatkan kebocoran echo dot
3315,2299,send open packet rest everything like,0.6,positive,kirim buka paket istirahat semuanya seperti
3316,2912,serching quality poor never reply fast google,-0.1,negative,kualitas layanan buruk tidak pernah membalas cepat google
3317,2205,seriously good device amazon sound bass quality superb love way respond alexa relate query good speaker low price,0.3938,positive,perangkat yang sangat bagus kualitas suara bass amazon cara cinta yang luar biasa merespon alexa berhubungan permintaan speaker bagus harga murah
3318,683,serve purpose need bluetooth device get voice command base add but still need improve voice recognition desire result,0.0,neutral,melayani tujuan membutuhkan perangkat bluetooth mendapatkan basis perintah suara menambahkan tetapi masih perlu meningkatkan hasil keinginan pengenalan suara
3319,2130,service poor doesnt give access music play list spotify subscription amazon music play songs otherwise waste money,-0.24,negative,layanan buruk tidak memberikan akses daftar putar musik spotify berlangganan musik amazon memutar lagu jika tidak buang-buang uang
3320,220,set device real pain make change exist set painful speaker quality good voice assistance work good music play but not stuff google assistance better,0.2536,positive,atur perangkat sakit nyata buat perubahan ada atur kualitas speaker yang menyakitkan bantuan suara yang bagus berfungsi dengan baik putar musik tetapi tidak barang bantuan google lebih baik
3321,1172,set easy work fine happy talk,0.55,positive,"atur pekerjaan mudah dengan baik, selamat berbicara"
3322,546,set easyinbuilt speaker excellent sound quality nicebluetooth connectivity also excellentvoice recognition understand really goodoverall amazon alexa excellent,0.56,positive,set speaker easyinbuilt kualitas suara yang sangat baik konektivitas bluetooth yang bagus juga pengenalan suara yang sangat baik sangat memahami secara keseluruhan amazon alexa sangat baik
3323,709,set echo dot amzon app mobile not behave properly get hang step not smooth not complete but alexa echo dot work,-0.0833,negative,"setel aplikasi echo dot amzon seluler tidak berperilaku dengan benar, langkah hang tidak mulus tidak lengkap tetapi alexa echo dot berfungsi"
3324,491,set start command alexa bid son missus also love sound quality surprise come small speaker try connect bluetooth speaker but not successful learn curve must tackle though test drive will go time but far good,0.2094,positive,set start command alexa bid son missus juga menyukai kualitas suara kejutan datang speaker kecil coba sambungkan speaker bluetooth tetapi tidak berhasil kurva belajar harus mengatasi meskipun test drive akan berjalan lama tetapi jauh bagus
3325,918,setup difficult select wifi,-0.5,negative,setup sulit pilih wifi
3326,2987,setup easy fast describe work perfectly describe,0.5444,positive,setup mudah cepat jelaskan pekerjaan dengan sempurna gambarkan
3327,195,setup echo dot hours tell sorry trouble understand right please try little later try hours not fix replace item hours tell thing wait but not fix baught google nest mini work,-0.0877,negative,setup echo dot hours beri tahu maaf kesulitan mengerti benar tolong coba sedikit nanti coba jam tidak perbaiki ganti item jam beri tahu hal tunggu tapi tidak perbaiki bawaan google nest mini work
3328,522,setup multiple echo devices speaker gen little bite let term recognise voice distance overall good,0.1281,positive,atur beberapa perangkat gema speaker gen gigitan kecil biarkan istilah mengenali jarak suara secara keseluruhan bagus
3329,541,setup process complicate not get complete nor play anything speakers amzone alexa app work network disconnect disappoint m gon na return soon,-0.165,negative,proses penyiapan rumit tidak selesai atau memutar apa pun speaker amzone alexa app jaringan kerja putuskan mengecewakan akan segera kembali
3330,78,setup process tedious try change network doesnt work isnt setup like open setup might chance set device successfully hurry really bad connect amazon wcp network hours nothing happen alexa go setup mode thats cant sheet tooooo bad tire waste time,-0.225,negative,"proses penyiapan membosankan coba ubah jaringan tidak berfungsi, penyiapan seperti penyiapan terbuka, mungkin, penyetelan perangkat berhasil, cepat, sangat buruk, sambungkan jam jaringan amazon wcp, tidak terjadi apa-apa, alexa go, mode penyiapan, itu tidak dapat lembar, juga, waktu buang ban yang buruk."
3331,3890,sexy device,0.5,positive,perangkat seksi
3332,185,shes family member great way keep kid talk yet away sceen work parent dont get much time keep talk kid but someone answer time never forget take calcium set reminder worth buy,0.4333,positive,dia anggota keluarga cara yang bagus membuat anak tetap berbicara namun pergi ke tempat kerja orang tua tidak punya banyak waktu tetap bicara anak tapi seseorang menjawab waktu jangan pernah lupa ambil kalsium set pengingat layak dibeli
3333,1344,shoud update indian languages,0.0,neutral,harus memperbarui bahasa India
3334,2340,simple use n connect pick voice ultimately super full happy,0.3708,positive,penggunaan sederhana n connect pick suara akhirnya super penuh bahagia
3335,3111,simply amaze,0.6,positive,cukup kagum
3336,3855,simply awesome,1.0,positive,sungguh mengagumkan
3337,2127,simply awesome love,0.85,positive,cinta yang luar biasa
3338,2611,simply awsome get awesome deal also inr,0.5,positive,cukup luar biasa dapatkan kesepakatan yang luar biasa juga inr
3339,2314,simply best voice recognition best sound quality superb,0.85,positive,cukup pengenalan suara terbaik kualitas suara terbaik luar biasa
3340,1479,simply doesnt work almost like defective model not respond anything alexa blue light light almost second later turn off no response,0.08,positive,sama sekali tidak berfungsi hampir seperti model yang rusak tidak merespons apa pun alexa blue light light hampir sedetik kemudian matikan tidak ada respons
3341,1092,simply go,0.0,neutral,pergi saja
3342,1989,simply love product innovative useful no search songs ask alexa,0.3,positive,"cukup suka produk yang inovatif, berguna, tidak ada pencarian lagu, tanya alexa"
3343,2019,simply outstanding,0.5,positive,hanya luar biasa
3344,1409,simply superb,1.0,positive,sangat luar biasa
3345,3566,simply superb,1.0,positive,sangat luar biasa
3346,1073,simply superb along wipro smart bulb alexa echo dot room become disco theque kid love thank amazon great product excellent engineer,0.619,positive,cukup luar biasa bersama wipro smart bulb alexa echo dot room menjadi disco theque kid love thank amazon produk hebat insinyur luar biasa
3347,3050,simply toooo good love,0.4333,positive,terlalu baik cinta
3348,2386,simply vest buy sale grab lowest price,0.0,neutral,cukup rompi beli jual ambil harga terendah
3349,242,simply worseee device come connect internetin world every things seem pull off easily help internet trust instead make things easier alexa devices especially amazon echo dot make things ostentatiously difficult sheer wastage time stay away,-0.0133,negative,lebih buruk lagi perangkat datang menghubungkan internet di dunia segala sesuatu tampak menarik dengan mudah membantu kepercayaan internet alih-alih membuat segalanya lebih mudah perangkat alexa terutama amazon echo dot membuat hal-hal yang sok sulit pemborosan waktu menjauh
3350,984,since purchase relax listen command always attend would urge every one buy,0.0,neutral,karena pembelian santai dengarkan perintah selalu hadir akan mendorong setiap orang membeli
3351,349,sing commandrather play songs play quiz youplays radio station wake u music much much dislike annoy female indian accent voice wish could set british usa english,-0.1,negative,"nyanyikan perintah, mainkan lagu, mainkan kuis, Anda memutar stasiun radio, bangunkan musik Anda, sangat tidak suka, mengganggu, suara aksen India, wanita, berharap dapat mengatur british usa english"
3352,3218,sir issue relate performannce doesnt perform accurately earlier,0.0,neutral,masalah pak terkait kinerja tidak tampil akurat sebelumnya
3353,1064,sir may receive wrong item not work blutooth wifi not connectivity please return items,-0.5,negative,pak mungkin menerima barang yang salah tidak berfungsi wifi blutooth tidak konektivitas tolong kembalikan barang
3354,3965,siri will return echo device u kindly refund methank,0.6,positive,"siri akan mengembalikan perangkat gema, tolong kembalikan uang saya, terima kasih"
3355,1651,size sound produce really good con identify voice wish voice specific get activate,0.275,positive,"ukuran suara menghasilkan con mengidentifikasi suara yang sangat bagus, ingin suara tertentu diaktifkan"
3356,457,skeptical whether buy not but purchase feel happy buy daughter love lot keep interact alexa pluse alexa make task easy go,0.3583,positive,skeptis apakah membeli tidak tetapi membeli merasa senang membeli putri cinta banyak tetap berinteraksi alexa pluse alexa membuat tugas menjadi mudah
3357,39,skills like specifically panchtantra indian stories mein tota hare ring ka indian haathi raja kaha chale indian rhyme tamil kid story songs kathai padalgal indian rhyme kid bhola bachpan rhyme wild animals animal kingdom indian namokar mantra jain prayer lord krishna meditation hour indian jungle book indian song stories indian kannada kid prasagalu indian marathi kid stories hour bhaktamar strota jain prayer,0.1,positive,keterampilan seperti secara khusus panchtantra cerita india mein tota hare ring ka indian haathi raja kaha chale sajak india tamil lagu cerita anak kathai padalgal sajak india kid bhola bachpan sajak hewan liar kerajaan hewan indian namokar mantra jain doa tuan krishna jam meditasi buku hutan india cerita lagu india kannada kid prasagalu cerita anak marathi india jam doa bhaktamar strota jain
3358,1653,skills not work expect not able play change channel tv,-0.175,negative,keterampilan tidak bekerja berharap tidak bisa bermain ganti saluran tv
3359,1507,skills widen allow music still learn bollywood movie name,0.5,positive,keterampilan melebar memungkinkan musik masih mempelajari nama film bollywood
3360,1394,sleek design lovely flash light voice recognition excellent alexa integration really wonder sound quality fabulous really love enjoy gadget,0.5143,positive,"desain ramping, pengenalan suara lampu kilat yang indah, integrasi alexa yang luar biasa, kualitas suara yang luar biasa, sangat suka menikmati gadget"
3361,1294,slow network access ghzamazon not replace within schedule replacement window bad experience,-0.605,negative,akses jaringan lambat ghzamazon tidak menggantikan dalam jadwal penggantian jendela pengalaman buruk
3362,2057,small device but useful handy easy connect use,0.2933,positive,"perangkat kecil tetapi berguna, mudah digunakan, terhubung"
3363,2616,small device sound ok voice recognition fast good,0.31,positive,suara perangkat kecil ok pengenalan suara cepat bagus
3364,1342,small imagine,-0.25,negative,imajinasi kecil
3365,3079,small size yet useful,0.07,positive,ukuran kecil namun bermanfaat
3366,1851,smart,0.2143,positive,cerdas
3367,2000,smart bulb miss pakage,0.0071,positive,bohlam pintar miss paket
3368,695,smart device will give feel live modern tech worldmust buythank amazon,0.2071,positive,perangkat pintar akan memberikan nuansa dunia teknologi modern yang hidup harus dibeli terima kasih amazon
3369,1101,smart devicehighly recommend,0.2143,positive,perangkat pintar sangat merekomendasikan
3370,1219,smart home products dont type command,0.2143,positive,produk rumah pintar jangan ketik perintah
3371,754,smart speaker nice voice recognition suitable indian english language settingdecent sound quality well,0.3529,positive,speaker pintar pengenalan suara yang bagus sesuai dengan pengaturan bahasa inggris india kualitas suara yang baik juga
3372,2459,smartly workit super,0.306,positive,bekerja dengan cerdas super
3373,2930,sobad bassfacing problem wifi sectionso m unable setup,-0.5,negative,sobad bass menghadapi masalah bagian wifi jadi saya tidak dapat mengatur
3374,1602,software poor,-0.4,negative,perangkat lunak buruk
3375,107,software stop work months generation echo dot not worth spend money,-0.175,negative,perangkat lunak berhenti bekerja bulan generasi gema tidak layak menghabiskan uang
3376,545,solid piece plastic good sound speaker color bulb good dealsound quality quite good rock room single handedly voice recognition somewhat okeish alexa work like charm though,0.3381,positive,potongan padat plastik suara yang bagus speaker warna bohlam penawaran bagus kualitas suara cukup bagus ruang rock cukup baik pengenalan suara satu tangan agak oke alexa bekerja seperti pesona meskipun
3377,1555,sometime alexa not lisenting play think loud except value money if u want buy speaker best product,0.55,positive,terkadang alexa tidak mendengarkan permainan berpikir keras kecuali nilai uang jika Anda ingin membeli produk speaker terbaik
3378,1054,sometime not respond but overall awesome product rat,0.5,positive,terkadang tidak merespons tetapi secara keseluruhan tikus produk yang luar biasa
3379,359,sometime wont recognize voice sound quality poor sometime better explore options,0.0938,positive,terkadang tidak mengenali kualitas suara suara yang buruk terkadang lebih baik menjelajahi opsi
3380,844,sometimes alexa doesnt listen command play random songs also reset hungama default mysic app volume wise good,0.3,positive,terkadang alexa tidak mendengarkan perintah memutar lagu acak juga mengatur ulang volume aplikasi misic hungama default bagus
3381,757,sometimes alexa doesnt understand ask interpretsaomething else doesnt even understand indian name,-0.2,negative,"terkadang alexa tidak mengerti, bertanya, menafsirkan, sesuatu yang lain bahkan tidak mengerti nama India"
3382,607,sometimes alexa hear everything but sometimes alex doesnt response properly tell time,0.25,positive,terkadang alexa mendengar semuanya tetapi terkadang alex tidak merespons dengan benar memberi tahu waktu
3383,2156,sometimes alexa not respond volume high alexa not understand songs play straming,0.16,positive,terkadang alexa tidak merespon volume tinggi alexa tidak mengerti lagu bermain straming
3384,2637,sometimes automatically turn voice recognition not good expect sometimes take input play songs,-0.225,negative,terkadang secara otomatis mengubah pengenalan suara tidak baik berharap terkadang mengambil input memutar lagu
3385,3661,sometimes doesnt work like dont know,0.0,neutral,terkadang tidak bekerja seperti tidak tahu
3386,381,sometimes freeze play something else google smarter but sound alexa better,0.45,positive,terkadang membekukan memainkan sesuatu yang lain google lebih pintar tetapi suara alexa lebih baik
3387,3242,sometimes hard configure alexa echo dot generation device rest good,0.2042,positive,terkadang sulit mengkonfigurasi perangkat generasi alexa echo dot istirahat dengan baik
3388,3299,sometimes no follow command play random songs,-0.5,negative,terkadang tidak ada perintah ikuti mainkan lagu acak
3389,4095,sometimes problem recognise interpretating voice but otherwise good device,0.7,positive,terkadang masalah mengenali menafsirkan suara tetapi sebaliknya perangkat yang bagus
3390,68,son ask long time however werent buy time decide buy awesome product astonish voice recognition capabilty pick right songs minimal inputswe integrate fire stick alsono regretsi recommend buy happy alexaing,0.3871,positive,anak bertanya lama tetapi tidak membeli waktu memutuskan membeli produk yang luar biasa kemampuan pengenalan suara yang menakjubkan memilih lagu yang tepat input minimal kami mengintegrasikan tongkat api juga tidak menyesal merekomendasikan beli happy alexaing
3391,3923,song options not limit amazon music need fm channel,0.3452,positive,pilihan lagu tidak membatasi musik amazon membutuhkan saluran fm
3392,187,song selection base language application prefer say intend hear tamil song like play muthu movie songs play muthu telugu songs mostly not play amazon musicso difficult play selectionwhen say retro tamil songs play old songs alternativelyi buy black onethe speaker outer look dusty not fresh peace,-0.1478,negative,aplikasi bahasa dasar pemilihan lagu lebih suka mengatakan berniat mendengar lagu tamil seperti memutar lagu-lagu film muthu mainkan lagu-lagu telugu muthu kebanyakan tidak memutar musik amazon jadi sulit memainkan pilihan ketika mengatakan lagu-lagu tamil retro mainkan lagu-lagu lama sebagai alternatif saya beli yang hitam speaker luarnya terlihat berdebu tidak segar damai
3393,3797,songs ask play not jio sawan,0.5,positive,lagu minta main bukan jio sawan
3394,2080,songs news bhajans etc,0.0,neutral,lagu berita bhajan dll
3395,1883,songs not available,-0.2,negative,lagu tidak tersedia
3396,2096,soo good help us go buy also good google assistant songs but if add bengali songs regional songs no one match alexa,0.7,positive,sangat bagus bantu kami membeli juga lagu asisten google yang bagus tetapi jika menambahkan lagu bengali lagu daerah tidak ada yang cocok dengan alexa
3397,3129,soooo cooool,0.0,neutral,keren banget
3398,1450,sorry not satisfy,-0.375,negative,maaf tidak memuaskan
3399,3267,sorry not sure thatwhat ever ask always saidi disappointedcomparing google mini better,-0.0833,negative,maaf tidak yakin apa yang pernah ditanyakan selalu bilang saya kecewa membandingkan google mini lebih baik
3400,4048,sound,0.4,positive,suara
3401,3544,sound achi h but voice command deta delay process work,0.4,positive,suara achi h tapi perintah suara deta delay proses bekerja
3402,2496,sound base best range best ai assistant,0.4,positive,"basis suara, jangkauan terbaik, asisten ai terbaik"
3403,3308,sound better,0.45,positive,terdengar lebih baik
3404,587,sound better get louder home mini fekte sturdy hand mic response awesomebut not smartest speaker ai still require improvement,0.45,positive,"suara lebih baik, dapatkan lebih keras, rumah, mini, fekte, respons mikrofon tangan yang kokoh, luar biasa, tetapi bukan speaker terpintar, saya masih membutuhkan peningkatan"
3405,1667,sound burst ought better voice explode little higher volume,0.2406,positive,ledakan suara seharusnya suara yang lebih baik meledak volume sedikit lebih tinggi
3406,104,sound clarity fantastic provide surround sound feel bass great volume start jar please dont expect fulfill theatre disc like experiencevoice recognition pretty much spot everytimeonly drawback no bluetooth option aux capabilities,0.3286,positive,"kejernihan suara yang fantastis memberikan suara surround yang terasa bass volume yang besar mulai jar, tolong jangan berharap memenuhi disk teater seperti pengalaman pengenalan suara cukup banyak tempat setiap kali hanya kekurangannya tidak ada opsi bluetooth kemampuan aux"
3407,3821,sound good,0.655,positive,kedengarannya bagus
3408,2361,sound good but plz update language settings indian hindi languagelike google home work hindi,0.55,positive,kedengarannya bagus tapi tolong perbarui pengaturan bahasa bahasa hindi india seperti google home work hindi
3409,1000,sound good enough need improvement music app integration since wire cant move often place hall use well,0.3667,positive,terdengar cukup bagus perlu perbaikan integrasi aplikasi musik karena kawat tidak bisa bergerak sering menempatkan penggunaan hall dengan baik
3410,3069,sound good listen far,0.41,positive,terdengar bagus dengarkan jauh
3411,2051,sound good new but suddenly stop no way contact seller repair warranty,0.3091,positive,kedengarannya bagus baru tapi tiba-tiba berhenti tidak ada cara hubungi penjual garansi perbaikan
3412,3024,sound good not but not great go normal bluetooth speaker instead alexa also alexa doesnt respond high volumes,0.442,positive,terdengar bagus tidak tapi tidak bagus speaker bluetooth biasa saja alexa juga alexa tidak merespon volume tinggi
3413,929,sound good voice recognition also good connect amazon prime music also get smart bulb connect,0.5036,positive,pengenalan suara yang bagus juga koneksi yang bagus musik amazon prime juga dapatkan koneksi bohlam pintar
3414,3286,sound good voice recognition poor,0.2333,positive,pengenalan suara yang baik buruk
3415,3819,sound isnt clear,0.25,positive,suara kurang jelas
3416,2953,sound kam recognise krta h,0.4,positive,suara kam mengenali krta h
3417,1996,sound low,0.0,neutral,suara rendah
3418,1107,sound mast connectivity good voice recognition good voice sensitivity good,0.73,positive,konektivitas tiang suara pengenalan suara yang baik sensitivitas suara yang baik baik
3419,3473,sound maximum den sound low cant hear also,0.2667,positive,suara maksimum den suara rendah tidak bisa mendengar juga
3420,2745,sound must better replace bigger model open box please reply,0.3,positive,"suara harus lebih baik mengganti kotak terbuka model yang lebih besar, tolong balas"
3421,2446,sound not clear noisy sound resolve problem,0.1833,positive,suara tidak jernih masalah suara berisik teratasi
3422,3854,sound not clearfull volume sound vibrate alotnot satisfy,0.4333,positive,suara tidak jernih volume penuh suara getar banyak tidak memuaskan
3423,2137,sound not good,0.025,positive,suara tidak bagus
3424,388,sound output good single room connect home theater system become amaze product one major lacuna keep continuously plug still feel value money product amaze feature,0.3818,positive,keluaran suara yang bagus satu kamar menghubungkan sistem home theater menjadi produk yang luar biasa satu kekurangan utama tetap colokkan terus menerus masih merasakan nilai uang produk fitur luar biasa
3425,2503,sound performance not goodand feature like homelinks music app not applicable,0.4,positive,kinerja suara tidak bagus dan fitur seperti aplikasi musik tautan rumah tidak berlaku
3426,3126,sound quality,0.4,positive,kualitas suara
3427,3614,sound quality,0.3,positive,kualitas suara
3428,1514,sound quality amaze,0.5,positive,kualitas suara luar biasa
3429,1655,sound quality amaze,0.5,positive,kualitas suara luar biasa
3430,1561,sound quality amaze good product amazon,0.5667,positive,kualitas suara produk bagus amazon
