,Sentiment,Text,translated_text
3760,neutral,"The acquired business main asset is a mobile authentication and signing solution , branded as Tectia MobileID , which provides authentication to web e-mail , SSL-VPN , MS SharePoint , Tectia Secure Solutions and other applications and resources .","Aset utama bisnis yang diperoleh adalah autentikasi seluler dan solusi penandatanganan, dicap sebagai Tectia MobileID, yang menyediakan autentikasi ke email web, SSL-VPN, MS SharePoint, Solusi Aman Tectia, dan aplikasi serta sumber daya lainnya."
3761,neutral,The acquisition is part of Ramirent 's Central and Eastern European growth strategy .,Akuisisi ini merupakan bagian dari strategi pertumbuhan Ramirent di Eropa Tengah dan Timur.
3762,positive,The acquisition is part of Ramirent 's strategy to strengthen its position in selected locations .,Akuisisi ini merupakan bagian dari strategi Ramirent untuk memperkuat posisinya di beberapa lokasi terpilih.
3763,neutral,The agreement includes application maintenance and support services .,Perjanjian tersebut mencakup pemeliharaan aplikasi dan layanan dukungan.
3764,neutral,The agreement includes the entire process of managing Mercator 's supply chain in all regions where the company is currently present .,Perjanjian tersebut mencakup seluruh proses pengelolaan rantai pasokan Mercator di semua wilayah di mana perusahaan saat ini berada.
3765,neutral,"The Americas represents 25 % of Gemalto 's billing , and Latin America is one of the fastest growing regions for the company .","Benua Amerika mewakili 25% dari tagihan Gemalto, dan Amerika Latin adalah salah satu wilayah dengan pertumbuhan tercepat bagi perusahaan."
3766,neutral,The annual value of the contracts is estimated at USD 2mn over the next three years .,Nilai kontrak tahunan diperkirakan mencapai USD 2 juta selama tiga tahun ke depan.
3767,neutral,"The area will also include some central buildings , and Honkarakenne has started negotiations on their delivery .","Daerah itu juga akan mencakup beberapa bangunan pusat, dan Honkarakenne telah memulai negosiasi untuk pengirimannya."
3768,neutral,"The bank also expects additional costs , related to the Dash 8 - Q400 jets , which the group shelved in October 2007 .","Bank juga mengharapkan biaya tambahan , terkait dengan jet Dash 8 - Q400 , yang disimpan grup pada Oktober 2007 ."
3769,neutral,The bank 's leasing arm Nordea Liising ended the year with a profit of 4.4 million euros .,"Lengan leasing bank Nordea Liising mengakhiri tahun dengan keuntungan 4,4 juta euro."
3770,neutral,"The Board established a Remuneration Committee with following members : - Sari Baldauf Chairman - Tapio Hintikka - Heikki Westerlund In addition , the Board decided to appoint a Nomination Committee at a later stage .","Dewan membentuk Komite Remunerasi dengan anggota sebagai berikut: - Ketua Sari Baldauf - Tapio Hintikka - Heikki Westerlund Selain itu, Dewan memutuskan untuk menunjuk Komite Nominasi pada tahap selanjutnya."
3771,neutral,"The bond , with a maturity of five years , is part of the bank 's domestic bond program .","Obligasi tersebut, dengan jangka waktu lima tahun, merupakan bagian dari program obligasi domestik bank tersebut."
3772,neutral,The bridge is part of the highway 14 development project .,Jembatan tersebut merupakan bagian dari proyek pembangunan jalan tol 14.
3773,neutral,The building will house product development and test laboratories .,Gedung ini akan menjadi tempat pengembangan produk dan laboratorium pengujian.
3774,neutral,The business area 's net sales were slightly over 2m in 2006 .,Penjualan bersih area bisnis sedikit di atas 2 juta di tahun 2006 .
3775,neutral,The business development initiatives in North America are headed by Lynn Shanahan .,Inisiatif pengembangan bisnis di Amerika Utara dipimpin oleh Lynn Shanahan.
3776,neutral,"The business is organised , as of February 1 , 2011 , in a way that production of design services is combined into one entity , Etteplan Operations .","Bisnis ini diatur, mulai 1 Februari 2011, dengan cara produksi jasa desain digabungkan menjadi satu kesatuan, Etteplan Operations."
3777,neutral,"The business transfer will take effect from 1 January 2007 , and in connection with this 47 employees will transfer from Elisa to Daxtum as continuing employees .","Pengalihan bisnis akan berlaku mulai 1 Januari 2007 , dan sehubungan dengan ini 47 karyawan akan dipindahkan dari Elisa ke Daxtum sebagai karyawan tetap ."
3778,neutral,The center will be built in the Kapuli district of Mantsala beside the Hanko-Mantsala-Porvoo road near the new direct rail link between Lahti and Jarvenpaa .,Pusat ini akan dibangun di distrik Kapuli di Mantsala di samping jalan Hanko-Mantsala-Porvoo dekat jalur rel langsung baru antara Lahti dan Jarvenpaa .
3779,neutral,The changes in readership were not significant .,Perubahan jumlah pembaca tidak signifikan.
3780,neutral,The closing of such transaction took place today .,Penutupan transaksi tersebut berlangsung hari ini.
3781,neutral,"The closing of the transaction is scheduled to take place on January 10 , 2008 .",Penutupan transaksi tersebut dijadwalkan berlangsung pada 10 Januari 2008 .
3782,neutral,The combined capital of these funds is expected to be EUR 100mn-150mn .,Modal gabungan dari dana ini diperkirakan sebesar EUR 100 juta-150 juta .
3783,neutral,The combined company had pro-forma net sales of 140 mln euro $ 188.9 mln and an operating profit of 13 mln euro $ 17.5 mln for 2006 .,"Perusahaan gabungan memiliki penjualan bersih pro-forma sebesar 140 juta euro $188,9 juta dan laba operasi 13 juta euro $17,5 juta untuk tahun 2006 ."
3784,neutral,"The commission found evidence of several meetings to discuss the cartel , including one in a Brussels restaurant in November 1997 at which the companies discussed price increases .","Komisi menemukan bukti dari beberapa pertemuan untuk membahas kartel, termasuk satu di sebuah restoran Brussel pada November 1997 di mana perusahaan membahas kenaikan harga."
3785,neutral,"The Committee proposes the following remuneration : a monthly remuneration of EUR 5,000 for the Chairman , EUR 3,500 for the Deputy Chairman , and EUR 2,500 for the other Board members .","Komite mengusulkan remunerasi berikut: remunerasi bulanan sebesar EUR 5.000 untuk Ketua, EUR 3.500 untuk Wakil Ketua, dan EUR 2.500 untuk anggota Dewan lainnya."
3786,neutral,"The companies will divest to UPM Fray Bentos pulp mill and Forestal Oriental , a company specialising in eucalyptus cultivation .","Perusahaan akan melakukan divestasi ke pabrik pulp UPM Fray Bentos dan Forestal Oriental, perusahaan yang bergerak di bidang budidaya kayu putih."
3787,neutral,"The company , which has EUR2 .8 bn in assets , counts among its five largest shareholders Finnish insurers Ilmarinen 4.34 % and Varma 0.70 % , as well as the Finnish state pension fund VER 0.61 % .","Perusahaan, yang memiliki aset EUR2,8 miliar, termasuk di antara lima pemegang saham terbesar perusahaan asuransi Finlandia Ilmarinen 4,34% dan Varma 0,70%, serta dana pensiun negara Finlandia VER 0,61%."
3788,neutral,The company also equipped the sculptural complex Rabochy i Kolkhoznitsa A Worker and a Collective Farmer in Moscow with snow melting system .,Perusahaan juga melengkapi kompleks patung Rabochy i Kolkhoznitsa Seorang Pekerja dan Petani Kolektif di Moskow dengan sistem pencairan salju.
3789,neutral,The company also said that the deployment of the Danish 4G network continues and it expects to cover 75 % of the Danish population in 2011 .,Perusahaan juga mengatakan bahwa penyebaran jaringan 4G Denmark terus berlanjut dan diharapkan dapat mencakup 75% dari populasi Denmark pada tahun 2011 .
3790,negative,The company decided at the end of 2008 to temporarily shut down its ammonia plant in Billingham and extend the maintenance period at its Ince facility .,Perusahaan memutuskan pada akhir tahun 2008 untuk menutup sementara pabrik amonianya di Billingham dan memperpanjang masa pemeliharaan di fasilitas Ince-nya.
3791,neutral,The company did not distribute a dividend in 2005 .,Perusahaan tidak membagikan dividen pada tahun 2005 .
3792,neutral,The company expects its net sales for the whole 2009 to be at previous year levels .,Perusahaan mengharapkan penjualan bersih untuk seluruh 2009 berada di tingkat tahun sebelumnya.
3793,neutral,"The company expects its net sales for the whole of 2007 to be EUR 950mn-1 ,000 mn .","Perusahaan mengharapkan penjualan bersih untuk keseluruhan tahun 2007 menjadi EUR 950mn-1,000 mn."
3794,neutral,"The company had net sales of EUR 10.8 million in 2008 , and today has approximately 120 employees in Finland , Estonia and Poland .","Perusahaan memiliki penjualan bersih sebesar EUR 10,8 juta pada tahun 2008, dan saat ini memiliki sekitar 120 karyawan di Finlandia, Estonia dan Polandia."
3795,neutral,The company had net sales of EUR 19.8 mn and a pre-tax profit of EUR 1.8 mn in 2005 .,"Perusahaan memiliki penjualan bersih sebesar EUR 19,8 juta dan laba sebelum pajak sebesar EUR 1,8 juta pada tahun 2005 ."
3796,neutral,The company has 120 employees and annual sales of approximately EUR16m .,Perusahaan ini memiliki 120 karyawan dan penjualan tahunan sekitar EUR16m .
3797,neutral,The company has an annual turnover of EUR32 .8 m.,"Perusahaan ini memiliki omset tahunan EUR32,8 m."
3798,neutral,"The company is involved in the the sale of financial products including insurance , mortgages , car and personal loans , financial brokerage and equipment finance leasing .","Perusahaan ini terlibat dalam penjualan produk keuangan termasuk asuransi, hipotek, pinjaman mobil dan pribadi, pialang keuangan dan sewa pembiayaan peralatan."
3799,neutral,"The Company operates through four principal divisions : Consumer Packaging ; Office Papers ; Speciality Papers , as well as Market Pulp and Energy .","Perusahaan beroperasi melalui empat divisi utama: Kemasan Konsumen; Surat-surat Kantor; Makalah Khusus , serta Pasar Pulp dan Energi ."
3800,neutral,The company plans to increase the unit 's specialist staff to several dozen -- depending on the market situation during 2010 .,Perusahaan berencana menambah staf spesialis unit menjadi beberapa lusin -- tergantung pada situasi pasar selama 2010 .
3801,neutral,The company reported net sales of 302 mln euro $ 441.6 mln and an operating margin of 16 pct in 2006 .,"Perusahaan melaporkan penjualan bersih sebesar 302 juta euro $441,6 juta dan margin operasi 16 persen pada tahun 2006 ."
3802,neutral,"The company 's set of services include digital printing , printing preparation , offset-printing , after-treatment services and send out services .","Layanan perusahaan meliputi pencetakan digital, persiapan pencetakan, pencetakan offset, layanan purna perawatan, dan layanan pengiriman."
3803,neutral,"The company 's transportation business is conducted through Florida Rock & Tank Lines , which is a Southeastern transportation company concentrating in the hauling by motor carrier of liquid and dry bulk commodities .","Bisnis transportasi perusahaan dilakukan melalui Florida Rock & Tank Lines, yang merupakan perusahaan transportasi Tenggara yang berkonsentrasi pada pengangkutan dengan motor pengangkut komoditas curah cair dan kering."
3804,neutral,"The company said that 80 % of the shares of the holding company will be sold to Meadville Holdings Limited , a Hong Kong listed parent company of the Meadville Group .","Perusahaan mengatakan bahwa 80% saham perusahaan induk akan dijual ke Meadville Holdings Limited, perusahaan induk Meadville Group yang terdaftar di Hong Kong."
3805,neutral,The company said that it has agreed to a EUR160m unsecured credit line from lenders .,Perusahaan mengatakan bahwa mereka telah menyetujui batas kredit tanpa jaminan EUR160m dari pemberi pinjaman.
3806,neutral,The Company said that previously EB delivered a custom solution for LG Electronics and now is making it commercially available for other mobile terminal vendors as well as to wireless operators .,Perusahaan mengatakan bahwa sebelumnya EB memberikan solusi khusus untuk LG Electronics dan sekarang membuatnya tersedia secara komersial untuk vendor terminal seluler lainnya serta operator nirkabel.
3807,neutral,"The company said that the operations will be sold to a newly established company , CPS GmbH , where the present management of the plastics business is a co-owner .","Perusahaan mengatakan bahwa operasi akan dijual ke perusahaan yang baru didirikan, CPS GmbH, di mana manajemen bisnis plastik saat ini adalah pemilik bersama."
3808,positive,The company will use the assets for strengthening its balance sheet and financial position .,Perusahaan akan menggunakan aset tersebut untuk memperkuat neraca dan posisi keuangannya.
3809,neutral,"The composite body is coated with a hard coating layer produced by thermal spraying , and the coating is ground . ''","Tubuh komposit dilapisi dengan lapisan pelapis keras yang dihasilkan oleh penyemprotan termal, dan lapisannya digiling. ''"
3810,neutral,"The connectivity unit has more than 100 e-invoice customers , and the number of annual transactions stands at nearly one million .","Unit konektivitas memiliki lebih dari 100 pelanggan e-faktur, dan jumlah transaksi tahunan mencapai hampir satu juta."
3811,neutral,The contract includes an option to deliver an additional 75 ASCs in the next phases of the project .,Kontrak tersebut mencakup opsi untuk mengirimkan 75 ASC tambahan pada fase proyek berikutnya.
3812,neutral,The contract is worth some EUR 1 million .,Kontrak tersebut bernilai sekitar EUR 1 juta.
3813,neutral,The contract value amounts to EUR 2.4 million .,"Nilai kontrak sebesar EUR 2,4 juta."
3814,neutral,The credit covers approximately 70 % of the ship 's price .,Kredit mencakup sekitar 70% dari harga kapal.
3815,neutral,The customer is cooperative retailer Osuuskauppa Suur-Savo .,Pelanggannya adalah pengecer koperasi Osuuskauppa Suur-Savo .
3816,neutral,The customer is local company Etera Mutual Pension Insurance Co and the principal tenant of the unit will be media company Alma Media Corp HEL : ALN1V .,Pelanggannya adalah perusahaan lokal Etera Mutual Pension Insurance Co dan penyewa utama unit tersebut adalah perusahaan media Alma Media Corp HEL: ALN1V.
3817,neutral,"The customer is then forwarded to the site , and unknown to him logged in with the first number .","Pelanggan kemudian diteruskan ke situs tersebut, dan tidak diketahui dia login dengan nomor pertama."
3818,neutral,"The deal includes all rental equipment and related merchandise , the rental contract of the depot and two employees , the company said .","Kesepakatan itu mencakup semua peralatan sewa dan barang dagangan terkait, kontrak sewa depot dan dua karyawan, kata perusahaan itu."
3819,neutral,The deal is in line with Etteplan 's strategy to operate as a partner of global customers and provide industrial technology design services .,Kesepakatan ini sejalan dengan strategi Etteplan untuk beroperasi sebagai mitra pelanggan global dan menyediakan layanan desain teknologi industri.
3820,neutral,"The decision reflects the underutilisation of the line , which produces nonwovens used in medical and wipes applications as well as for the automotive industry .","Keputusan tersebut mencerminkan kurangnya pemanfaatan lini, yang memproduksi tenunan yang digunakan dalam aplikasi medis dan tisu serta untuk industri otomotif."
3821,neutral,"The decision will have to be made whether the group agrees to the import of Estonian meat and meat products to Finland , the paper added .","Keputusan harus dibuat apakah kelompok itu menyetujui impor daging dan produk daging Estonia ke Finlandia, tambah surat kabar itu."
3822,neutral,The devices also contains Finnair 's own application for compiling customer feed-back and ideas for product development .,Perangkat juga berisi aplikasi Finnair sendiri untuk mengumpulkan umpan balik pelanggan dan ide untuk pengembangan produk.
3823,neutral,"The devices would be launched in the Chinese market in late 2006 , the company said .","Perangkat tersebut akan diluncurkan di pasar Cina pada akhir tahun 2006, kata perusahaan tersebut."
3824,neutral,The Diameter Protocol is developed according to the standards IETF RFC 3588 and IETF RFC 3539 .,Protokol Diameter dikembangkan menurut standar IETF RFC 3588 dan IETF RFC 3539 .
3825,neutral,The divested activities had net sales of EUR 145.1 million in 2009 and an operating profit of EUR 8.9 million .,"Kegiatan divestasi memiliki penjualan bersih sebesar EUR 145,1 juta pada tahun 2009 dan laba operasi sebesar EUR 8,9 juta."
3826,neutral,"The divested company is part of TietoEnator 's business area Government , Manufacturing & Retail .","Perusahaan divestasi ini merupakan bagian dari wilayah bisnis TietoEnator Pemerintah, Manufaktur & Ritel."
3827,neutral,The dividend will come on top of the 0.45 eur on A shares and 0.43 on K shares it has already paid on last year 's accounts .,"Dividen akan datang di atas 0,45 eur pada saham A dan 0,43 pada saham K yang telah dibayarkan pada rekening tahun lalu."
3828,neutral,"The Division also includes joint sales , marketing and controlling functions for these units .","Divisi ini juga mencakup fungsi penjualan, pemasaran dan pengendalian bersama untuk unit-unit ini."
3829,neutral,The EA Reng group posted sales of approximately 84 million kroons for 2007 .,Grup EA Reng membukukan penjualan sekitar 84 juta kroon untuk tahun 2007 .
3830,neutral,"The EBRD is using its own funds to provide a 21.6 million A loan while the B portion of 10 million Euros has been syndicated to two Finnish commercial banks , Nordea Bank Finland Plc and Pohjola Bank Plc. .","EBRD menggunakan dananya sendiri untuk memberikan pinjaman sebesar 21,6 juta A sedangkan bagian B sebesar 10 juta Euro telah disindikasikan ke dua bank komersial Finlandia, Nordea Bank Finland Plc dan Pohjola Bank Plc. ."
3831,neutral,"The EBRD is using its own funds to provide a 21.6 million A loan while the B portion of 10 million Euros has been syndicated to two Finnish commercial banks , Nordea Bank Finland Plc 7.7 million Euros and Pohjola Bank Plc 2.3 million Euros .","EBRD menggunakan dananya sendiri untuk memberikan pinjaman sebesar 21,6 juta A sedangkan bagian B sebesar 10 juta Euro telah disindikasikan ke dua bank komersial Finlandia, Nordea Bank Finland Plc 7,7 juta Euro dan Pohjola Bank Plc 2,3 juta Euro."
3832,neutral,"The EBRD is using its own funds to provide a 21.6 mln A loan while the B portion of 10 mln Euros has been syndicated to two Finnish commercial banks , Nordea Bank Finland Plc 7.7 mln Euros and Pohjola Bank Plc 2.3 mln Euros .","EBRD menggunakan dananya sendiri untuk memberikan pinjaman sebesar 21,6 juta A sedangkan bagian B dari 10 juta Euro telah disindikasikan ke dua bank komersial Finlandia, Nordea Bank Finland Plc 7,7 juta Euro dan Pohjola Bank Plc 2,3 juta Euro."
3833,neutral,"The Economic Development and Trade Ministry and Industry and Energy Ministry , along with the Kostroma regional administration and the Russian Lumberman and Timber Exporters Union , has been carrying out work to acquire investment for the construction of a pulp and paper mill in Neya since 2003 .","Kementerian Pembangunan Ekonomi dan Perdagangan dan Kementerian Perindustrian dan Energi , bersama dengan pemerintah daerah Kostroma dan Serikat Eksportir Kayu dan Kayu Rusia , telah melakukan pekerjaan untuk memperoleh investasi untuk pembangunan pabrik pulp dan kertas di Neya sejak tahun 2003 ."
3834,neutral,The electricity requirement of networks will grow with the new mobile generation .,Kebutuhan listrik jaringan akan tumbuh dengan generasi ponsel baru.
3835,negative,The employment contracts of 14 of the employees will end in March 2009 as a result of the company 's previous employer-employee talks .,Kontrak kerja 14 karyawan akan berakhir pada Maret 2009 sebagai hasil dari pembicaraan perusahaan-karyawan sebelumnya.
3836,neutral,The energy sector accounted for approximately 33 % and the steel industry for about 57 % of the transportation volume .,Sektor energi menyumbang sekitar 33% dan industri baja sekitar 57% dari volume transportasi.
3837,neutral,The enterprise value of Maritim Food AS has been determined as approximately EUR15m .,Nilai perusahaan Maritim Food AS telah ditentukan sekitar EUR15 juta.
3838,neutral,"The equipment Ixonos acquires with this deal includes mechanical engineering hardware ; an RF and antenna measurement laboratory ; facilities for the measurement of audio , cameras and displays ; as well as devices and robot units for the testing of mobile devices .","Peralatan yang diperoleh Ixos dengan kesepakatan ini meliputi perangkat keras teknik mesin; laboratorium pengukuran RF dan antena; fasilitas untuk pengukuran audio, kamera dan tampilan; serta perangkat dan unit robot untuk pengujian perangkat seluler."
3839,neutral,"The equipment will be made at Vaahto 's plant in Hollola in Finland , and delivery is scheduled for the first quarter of 2009 .","Peralatan tersebut akan dibuat di pabrik Vaahto di Hollola di Finlandia , dan pengiriman dijadwalkan untuk kuartal pertama 2009 ."
3840,neutral,The estimated annual value of the frame agreement is about EUR 50mn .,Perkiraan nilai tahunan dari perjanjian bingkai adalah sekitar EUR 50 juta .
3841,neutral,The estimated value of the deal is USD 9.2 million .,"Perkiraan nilai kesepakatan adalah USD 9,2 juta."
3842,neutral,The EUR17m contract includes both design and construction works .,Kontrak EUR17m mencakup pekerjaan desain dan konstruksi.
3843,neutral,"The executive said that countries such as Brazil , Chile , Argentina and Mexico will lead the adoption in the business Ethernet services segment , while Brazil and Mexico will be the early adopters of carrier Ethernet for mobile backhaul .","Eksekutif tersebut mengatakan bahwa negara-negara seperti Brasil, Chili, Argentina dan Meksiko akan memimpin adopsi di segmen layanan Ethernet bisnis, sementara Brasil dan Meksiko akan menjadi pengguna awal Ethernet operator untuk backhaul seluler."
3844,neutral,The expanded company will continue to be called NewPage .,Perusahaan yang diperluas akan terus disebut NewPage.
3845,neutral,The expanded plant is scheduled to be operational by the middle of October 2009 .,Pabrik yang diperluas ini dijadwalkan akan beroperasi pada pertengahan Oktober 2009 .
3846,neutral,The expansion is to be finalized in the autumn of 2009 .,Perluasan ini akan diselesaikan pada musim gugur tahun 2009 .
3847,neutral,The expansion will be delivered in the fourth quarter of 2006 .,Ekspansi akan dilakukan pada kuartal keempat tahun 2006 .
3848,neutral,The facility consists of a seven year bullet term loan of 200 mln euro $ 292.4 mln and a 150 mln euro $ 219.3 mln five year revolving credit facility .,"Fasilitas ini terdiri dari pinjaman jangka waktu tujuh tahun sebesar 200 juta euro $ 292,4 juta dan 150 juta euro $ 219,3 juta fasilitas kredit revolving lima tahun."
3849,neutral,"The facility will have a lettable area of some 19,000 sq m. The plot for the plant , located in the Ratasmaki business park , will be purchased from the City of Forssa .","Fasilitas ini akan memiliki area yang dapat ditinggali sekitar 19.000 m2. Plot untuk pabrik, yang terletak di taman bisnis Ratasmaki, akan dibeli dari Kota Forssa."
3850,neutral,The figure does not include food exports from Finland .,Angka itu belum termasuk ekspor makanan dari Finlandia.
3851,neutral,"The figure includes the change in the fair value of the property portfolio , EUR 26.2 million .","Angka tersebut termasuk perubahan nilai wajar dari portofolio properti, EUR 26,2 juta."
3852,neutral,"The Filter Tips cover the volume range from 0.1-1200 -ðl including new sizes for 10 , 20 , 100-120 , 200 , 300 , 1000 and 1200 -ðl volume capacities .","Tip Filter mencakup rentang volume dari 0,1-1200 -ðl termasuk ukuran baru untuk kapasitas volume 10, 20, 100-120, 200, 300, 1000 dan 1200 -ðl."
3853,neutral,The final outcome of the rights offering is to be reported around 23 October 2009 .,Hasil akhir dari HMETD akan dilaporkan sekitar tanggal 23 Oktober 2009 .
3854,neutral,The firm builds components for mobile phones and other communications products .,Perusahaan membangun komponen untuk ponsel dan produk komunikasi lainnya.
3855,neutral,The goal is significant expansion in Finland and in the northern Baltic region .,Tujuannya adalah ekspansi yang signifikan di Finlandia dan di wilayah Baltik utara.
3856,neutral,"The government started the sell-off last month , putting an 8 percent stake in TeliaSonera on the auction bloc .","Pemerintah memulai aksi jual bulan lalu, menempatkan 8 persen saham TeliaSonera di blok lelang."
3857,neutral,"The group posted net sales of 35.3 mln euro $ 46.5 mln and an operating profit of 760,000 euro $ 1.0 mln in 2005 .","Grup membukukan penjualan bersih sebesar 35,3 juta euro $ 46,5 juta dan laba operasi 760.000 euro $ 1,0 juta pada tahun 2005 ."
3858,neutral,The group 's net sales in 2007 were EUR683 .6 m.,"Penjualan bersih grup pada tahun 2007 adalah EUR683 ,6 m."
3859,neutral,"The Group 's turnover in 2006 was EUR 39.2 million , and operating profit was EUR 3.9 million .","Omset Grup pada tahun 2006 adalah EUR 39,2 juta, dan laba operasi adalah EUR 3,9 juta."
3860,neutral,"The Liquid Handling segment offers laboratory equipment and accessories , including mechanical and electronic pipettes , and disposable tips used in the research institutions , universities , and hospitals , as well as in the pharmaceutical , food , and other industries under the Biohit brand .","Segmen Penanganan Cairan menawarkan peralatan dan aksesori laboratorium, termasuk pipet mekanis dan elektronik, dan tip sekali pakai yang digunakan di lembaga penelitian, universitas, dan rumah sakit, serta di industri farmasi, makanan, dan industri lainnya di bawah merek Biohit."
3861,neutral,"The manufacture of CPPs will be undertaken at the existing Export Oriented Unit EOU at Wartsila 's factory at Khopoli , near Mumbai .","Pembuatan CPP akan dilakukan di EOU Unit Berorientasi Ekspor yang ada di pabrik Wartsila di Khopoli, dekat Mumbai."
3862,neutral,The manufacturing will begin in Pietarsaari in the beginning of the year 2009 and the delivery will take place in October 2009 .,Manufaktur akan dimulai di Pietarsaari pada awal tahun 2009 dan pengiriman akan dilakukan pada Oktober 2009 .
3863,neutral,The markets expect Heineken to sell Hartwall as a whole or in parts .,Pasar mengharapkan Heineken menjual Hartwall secara keseluruhan atau sebagian.
3864,neutral,The merger between the two telecoms operators was expected to result in the world 's fourth largest telecoms operator .,Penggabungan antara dua operator telekomunikasi itu diharapkan akan menghasilkan operator telekomunikasi terbesar keempat di dunia.
3865,neutral,"The most significant capital expenditure items were in the global enterprise resource planning ERP project , product development and production machines .","Item belanja modal yang paling signifikan berada di proyek ERP perencanaan sumber daya perusahaan global, pengembangan produk dan mesin produksi."
3866,neutral,"The move will be carried out by transferring HKScan 's production-related property , plant , equipment , as well as its holdings in subsidiaries and associate companies in the country to HKScan Finland .","Langkah tersebut akan dilakukan dengan mentransfer properti, pabrik, peralatan produksi HKScan, serta kepemilikannya di anak perusahaan dan perusahaan asosiasi di negara tersebut ke HKScan Finlandia."
3867,neutral,The net sales of Healthcare Trade business in 2009 were EUR 145.1 million EUR 155.2 million and operating profit EUR 8.9 million EUR 7.9 million .,"Penjualan bersih bisnis Healthcare Trade pada tahun 2009 adalah EUR 145,1 juta EUR 155,2 juta dan laba operasi EUR 8,9 juta EUR 7,9 juta."
3868,neutral,The net sales of the Power Plants business were EUR 710.3 million in 2005 .,"Penjualan bersih dari bisnis Pembangkit Listrik adalah EUR 710,3 juta pada tahun 2005 ."
3869,neutral,The new shares entitle their holders to dividends for fiscal 2006 .,Saham baru memberikan hak kepada pemegangnya atas dividen untuk tahun fiskal 2006 .
3870,positive,The newly created position has been established to strengthen Amer Sports ' management in strategic planning and execution .,Posisi yang baru dibuat telah ditetapkan untuk memperkuat manajemen Amer Sports dalam perencanaan dan pelaksanaan strategis.
3871,neutral,The newspaper 's best sales asset is high quality journalism and journalistic content .,Aset penjualan terbaik surat kabar adalah jurnalisme dan konten jurnalistik berkualitas tinggi.
3872,neutral,The non-recurring costs caused to Talentum 's Premedia business area by the restructuring will amount to 2.0 mln euro $ 2.7 mln and will be included in the company 's financial results for the second quarter of 2007 .,"Biaya tidak berulang yang ditimbulkan pada area bisnis Premedia Talentum oleh restrukturisasi akan berjumlah 2,0 juta euro $ 2,7 juta dan akan dimasukkan dalam hasil keuangan perusahaan untuk kuartal kedua tahun 2007 ."
3873,neutral,The ongoing project where Tekla Structures is being used is the Vashi Exhibition Centre being developed by Insteel Engineers Pvt Ltd-IIVRCL Infrastructures & Projects Ltd & CIDCO .,Proyek yang sedang berlangsung di mana Tekla Structures digunakan adalah Vashi Exhibition Center yang dikembangkan oleh Insteel Engineers Pvt Ltd-IIVRCL Infrastructures & Projects Ltd & CIDCO .
3874,neutral,"The operations to be sold include manufacturing units in Finland , France , Poland and Turkey , as well as sales units in Germany and Lithuania .","Operasi yang akan dijual termasuk unit manufaktur di Finlandia, Prancis, Polandia dan Turki, serta unit penjualan di Jerman dan Lithuania."
3875,neutral,The options might include a partial or total divestment of their shareholdings in Ovako .,Opsi tersebut mungkin mencakup divestasi sebagian atau seluruh kepemilikan saham mereka di Ovako.
3876,neutral,"The orange-handled scissors from Fiskars are part of the permanent design collection of the Museum of Modern Art in New York , as well as the Philadelphia Museum of Art .","Gunting bergagang oranye dari Fiskars adalah bagian dari koleksi desain permanen Museum of Modern Art di New York , serta Philadelphia Museum of Art ."
3877,neutral,"The order also covers design services , hardware , software licences , as well as maintenance services over six years .","Pesanan tersebut juga mencakup layanan desain, perangkat keras, lisensi perangkat lunak, serta layanan pemeliharaan selama enam tahun."
3878,neutral,The order also includes extensive maintenance work of a shoe press delivered by Vaahto in 2001 .,Pesanan tersebut juga mencakup pekerjaan pemeliharaan ekstensif dari mesin press sepatu yang dikirimkan oleh Vaahto pada tahun 2001 .
3879,neutral,"The order consists of outsourced application management , support and planning for Tecnotree and third-party applications .","Urutan tersebut terdiri dari manajemen aplikasi yang dialihdayakan, dukungan dan perencanaan untuk Tecnotree dan aplikasi pihak ketiga."
3880,neutral,The order includes 48 ship cranes that will be delivered for 12 container feeders to be built at Wenchong shipyard in China .,Pesanan tersebut termasuk 48 derek kapal yang akan dikirimkan untuk 12 pengumpan kontainer yang akan dibangun di galangan kapal Wenchong di Cina.
3881,neutral,"The order values at EUR 6.9 mn , and it consists of design services and hardware and software licences .","Nilai pesanan pada EUR 6,9 juta, dan terdiri dari layanan desain dan lisensi perangkat keras dan perangkat lunak."
3882,neutral,The orders also include a few high-power drives for the control of seismic compressors .,Pesanan juga mencakup beberapa penggerak daya tinggi untuk kontrol kompresor seismik .
3883,neutral,"The orders are for 26 machine-room-less KONE MonoSpace elevators , which would be installed during 2006 .","Pesanan adalah untuk 26 elevator KONE MonoSpace tanpa ruang mesin , yang akan dipasang selama tahun 2006 ."
3884,neutral,The Oulu plant employs approximately 120 people .,Pabrik Oulu mempekerjakan sekitar 120 orang.
3885,neutral,The percentages of shares and voting rights have been calculated in proportion to the total number of shares registered with the Trade Register and the total number of voting rights related to them .,Persentase saham dan hak suara telah dihitung secara proporsional dengan jumlah saham yang terdaftar dalam Daftar Dagang dan jumlah hak suara yang terkait dengannya.
3886,neutral,The per-share subscription price of the shares subscribed with the option rights was EUR 1.35 .,"Harga langganan per saham dari saham yang dipesan dengan hak opsi adalah EUR 1,35 ."
